road_id,road_name,state,rainfall_last_1h,rainfall_last_24h,forecast_rainfall_6h,forecast_rainfall_12h,forecast_rainfall_24h,severe_weather_flag,historical_incident_count,historical_landslide_count,historical_flood_count,previous_road_closures,road_condition_score,elevation,slope,recent_incident_count,recent_incident_severity_score,current_risk_score,disrupted
8,NH-29 Kohima Mountain,Nagaland,0.2,1.1,10.1,15.9,24.1,False,4,4,0,2,14.2,1859.8,29.3,0,0.0,16.2,0
3,NH-229 Sela Pass,Arunachal Pradesh,0.3,1.2,3.5,6.9,13.8,False,2,2,0,1,60.6,3814.3,49.2,3,45.0,34.4,0
10,NH-08 Tripura Central,Tripura,0.2,0.8,0.3,0.7,1.4,False,2,2,0,1,27.0,92.6,23.5,0,0.0,12.9,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,0.9,5.1,3.8,8.8,21.2,True,6,2,4,2,38.9,1686.9,44.7,0,0.0,19.8,0
10,NH-08 Tripura Central,Tripura,6.9,18.5,14.2,20.4,34.6,False,3,2,1,0,31.0,272.5,3.4,0,0.0,13.0,0
12,NH-27S Haflong Hill,Assam,35.4,216.1,7.7,12.9,27.9,True,8,3,5,1,67.8,808.6,17.8,0,0.0,49.7,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,9.0,55.7,33.5,58.5,92.1,True,2,1,1,2,54.3,1724.4,43.9,4,75.0,48.8,1
7,NH-102 Moreh Border,Manipur,9.7,58.2,11.2,20.2,43.5,True,0,0,0,0,40.2,667.5,23.7,0,0.0,22.4,0
8,NH-29 Kohima Mountain,Nagaland,16.3,99.3,12.0,21.9,35.6,True,6,3,3,0,41.4,1439.4,34.4,0,0.0,39.0,0
3,NH-229 Sela Pass,Arunachal Pradesh,3.3,24.8,12.5,21.4,41.1,True,7,5,2,3,55.3,3712.7,41.4,2,45.0,42.8,1
9,NH-54 Aizawl Ridge,Mizoram,13.8,75.2,41.4,79.9,136.5,True,5,1,4,0,57.7,1393.5,33.3,1,45.0,43.6,0
11,NH-10 Teesta River Canyon,Sikkim,1.4,5.2,26.7,50.9,119.4,True,9,8,1,5,65.1,1398.1,42.4,1,95.0,59.1,1
3,NH-229 Sela Pass,Arunachal Pradesh,21.2,82.9,38.0,67.1,111.8,True,7,3,4,3,69.2,3752.7,49.5,0,0.0,42.9,1
6,NH-02 Imphal Lifeline,Manipur,15.6,49.6,12.4,24.6,59.2,False,6,0,6,0,57.0,1090.2,16.0,3,45.0,32.9,0
1,NH-27 Assam Arterial,Assam,77.6,194.5,18.4,28.5,65.9,True,1,1,0,2,37.3,50.0,2.0,0,0.0,38.0,1
4,NH-06 Meghalaya Corridor,Meghalaya,0.1,0.4,0.6,1.2,2.4,False,3,3,0,0,36.2,1589.0,30.9,4,75.0,36.4,1
4,NH-06 Meghalaya Corridor,Meghalaya,11.0,32.6,22.4,42.7,93.6,True,4,1,3,0,76.5,1466.4,29.7,1,75.0,44.7,1
3,NH-229 Sela Pass,Arunachal Pradesh,3.0,11.7,1.1,2.2,4.3,False,14,5,9,3,82.0,3998.8,47.6,0,0.0,34.2,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,54.4,264.6,21.9,34.1,75.8,True,9,7,2,2,46.2,1966.1,45.3,4,95.0,83.7,1
6,NH-02 Imphal Lifeline,Manipur,2.8,19.5,1.5,3.0,6.1,False,6,3,3,0,73.3,704.6,18.3,0,0.0,24.5,0
1,NH-27 Assam Arterial,Assam,3.9,19.3,0.0,0.0,0.0,False,2,0,2,0,30.7,162.9,2.0,3,75.0,27.6,1
10,NH-08 Tripura Central,Tripura,4.1,18.4,3.7,7.5,14.9,False,0,0,0,0,64.5,192.9,15.1,0,0.0,16.4,0
9,NH-54 Aizawl Ridge,Mizoram,5.6,24.8,1.3,2.6,5.3,False,4,3,1,0,56.9,1169.1,29.1,0,0.0,25.3,1
10,NH-08 Tripura Central,Tripura,33.7,85.0,1.5,3.0,4.5,True,1,1,0,1,33.3,50.0,6.7,1,75.0,44.1,0
1,NH-27 Assam Arterial,Assam,31.7,89.5,17.3,28.6,51.0,True,1,1,0,0,58.3,143.6,3.5,0,0.0,29.3,0
3,NH-229 Sela Pass,Arunachal Pradesh,4.3,26.7,0.3,0.5,1.0,False,7,3,4,2,63.6,3681.3,39.5,0,0.0,28.8,1
11,NH-10 Teesta River Canyon,Sikkim,2.5,10.2,10.5,21.0,41.9,False,5,5,0,2,48.3,1810.5,45.9,0,0.0,28.5,0
6,NH-02 Imphal Lifeline,Manipur,0.5,3.5,4.3,8.7,17.4,False,5,2,3,1,58.5,1141.6,15.9,0,0.0,16.6,0
12,NH-27S Haflong Hill,Assam,34.0,109.7,39.3,61.5,144.4,True,4,1,3,1,39.9,1197.5,30.4,2,75.0,54.8,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,0.2,1.0,6.3,12.6,25.2,False,3,2,1,1,56.9,1967.2,44.5,0,0.0,21.6,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,40.3,160.5,8.0,13.6,28.5,True,7,2,5,2,41.7,1788.8,24.9,3,45.0,56.5,0
10,NH-08 Tripura Central,Tripura,1.2,6.5,21.9,45.2,108.6,True,2,2,0,1,47.6,94.3,18.9,3,95.0,40.0,0
10,NH-08 Tripura Central,Tripura,1.6,7.8,2.3,3.5,5.3,False,1,0,1,0,65.6,50.0,17.0,3,75.0,33.6,1
7,NH-102 Moreh Border,Manipur,23.2,59.4,6.8,11.7,18.4,False,2,0,2,0,13.0,530.9,11.8,0,0.0,16.2,1
10,NH-08 Tripura Central,Tripura,3.1,26.9,0.5,0.9,1.9,False,0,0,0,1,56.5,164.9,12.9,0,0.0,16.4,0
11,NH-10 Teesta River Canyon,Sikkim,2.3,18.6,5.8,11.6,23.2,False,7,6,1,2,46.3,1761.3,50.9,0,0.0,32.7,1
8,NH-29 Kohima Mountain,Nagaland,2.6,9.5,0.0,0.0,0.0,True,6,6,0,1,58.4,1570.9,32.4,0,0.0,29.2,0
11,NH-10 Teesta River Canyon,Sikkim,6.3,17.7,12.6,20.6,43.5,False,8,3,5,3,59.1,1676.5,36.0,3,95.0,49.3,1
11,NH-10 Teesta River Canyon,Sikkim,4.0,25.1,3.8,7.6,15.2,False,3,3,0,5,54.8,1777.9,45.8,0,0.0,28.4,0
10,NH-08 Tripura Central,Tripura,14.3,141.9,44.7,69.5,105.9,True,0,0,0,0,59.8,50.0,11.0,3,75.0,58.3,1
5,SH-05 Cherrapunjee Highland,Meghalaya,60.7,183.5,7.7,17.5,32.9,True,4,4,0,4,70.9,1287.4,32.6,4,45.0,66.4,1
4,NH-06 Meghalaya Corridor,Meghalaya,0.1,0.4,1.4,2.7,5.5,False,1,1,0,2,37.1,1538.5,24.9,0,0.0,12.6,0
9,NH-54 Aizawl Ridge,Mizoram,13.1,37.4,16.3,24.5,45.4,False,7,3,4,2,48.4,1084.2,25.3,2,75.0,44.5,1
7,NH-102 Moreh Border,Manipur,1.8,8.4,2.4,4.7,9.5,False,3,1,2,1,48.8,938.2,14.6,4,45.0,25.2,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,0.5,1.4,53.4,91.2,158.3,True,3,3,0,0,75.2,1646.4,42.8,1,75.0,44.9,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,0.4,1.0,12.3,23.5,42.3,False,6,3,3,1,60.3,2107.1,37.1,1,75.0,41.4,0
11,NH-10 Teesta River Canyon,Sikkim,5.3,41.2,25.7,49.9,114.1,True,8,8,0,2,58.3,1662.8,38.0,1,45.0,51.8,1
6,NH-02 Imphal Lifeline,Manipur,2.6,11.2,7.0,14.1,28.1,False,6,0,6,0,20.9,917.4,26.2,0,0.0,10.6,1
4,NH-06 Meghalaya Corridor,Meghalaya,2.0,8.3,0.8,1.6,3.3,False,2,2,0,4,16.5,1568.3,23.9,0,0.0,12.9,0
4,NH-06 Meghalaya Corridor,Meghalaya,0.7,4.5,3.2,6.4,11.2,False,3,3,0,1,42.4,1084.8,13.1,2,45.0,27.1,1
7,NH-102 Moreh Border,Manipur,5.4,28.2,84.9,143.0,209.4,True,4,1,3,1,27.7,756.4,22.6,0,0.0,16.3,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,3.8,18.7,7.6,16.4,28.8,False,2,2,0,3,32.5,1806.7,43.4,0,0.0,21.3,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,46.1,190.7,20.6,35.1,76.6,True,3,3,0,1,41.4,2062.8,25.2,0,0.0,47.3,1
8,NH-29 Kohima Mountain,Nagaland,2.7,9.6,0.1,0.1,0.3,False,11,2,9,1,43.2,1562.4,44.2,0,0.0,21.2,0
1,NH-27 Assam Arterial,Assam,6.2,36.3,50.4,86.9,138.0,True,2,0,2,1,40.7,50.0,14.4,4,75.0,35.0,1
4,NH-06 Meghalaya Corridor,Meghalaya,27.0,90.6,24.5,43.2,77.4,True,1,1,0,0,42.1,1470.7,27.7,4,75.0,50.7,1
12,NH-27S Haflong Hill,Assam,1.8,6.1,4.5,9.1,18.1,False,2,2,0,0,79.5,730.9,31.7,0,0.0,23.5,1
5,SH-05 Cherrapunjee Highland,Meghalaya,20.5,51.5,8.4,18.3,37.0,False,9,5,4,3,68.3,1384.5,38.5,3,75.0,57.0,1
8,NH-29 Kohima Mountain,Nagaland,4.1,16.7,50.0,122.5,189.7,True,6,6,0,0,25.8,1137.2,34.4,4,45.0,37.3,1
6,NH-02 Imphal Lifeline,Manipur,6.0,31.0,18.7,37.9,55.9,True,2,2,0,4,59.5,1120.3,24.9,0,0.0,24.1,0
3,NH-229 Sela Pass,Arunachal Pradesh,10.5,40.2,2.7,5.4,10.9,False,7,1,6,2,76.9,3864.6,44.3,0,0.0,30.4,1
4,NH-06 Meghalaya Corridor,Meghalaya,0.7,3.3,2.1,4.3,8.6,False,6,1,5,2,49.4,1510.5,30.1,0,0.0,16.1,0
1,NH-27 Assam Arterial,Assam,4.8,20.9,4.4,8.9,17.7,False,1,0,1,0,39.0,50.0,3.5,0,0.0,10.7,1
12,NH-27S Haflong Hill,Assam,0.5,1.8,8.5,17.0,34.0,False,0,0,0,2,66.3,790.0,23.4,0,0.0,15.0,0
8,NH-29 Kohima Mountain,Nagaland,2.0,5.8,105.0,162.2,271.4,True,4,2,2,1,55.1,1564.7,34.4,4,45.0,31.6,1
5,SH-05 Cherrapunjee Highland,Meghalaya,11.6,58.7,0.7,1.3,3.1,False,5,5,0,3,38.7,1440.8,23.1,0,0.0,32.1,1
3,NH-229 Sela Pass,Arunachal Pradesh,0.4,1.5,35.4,60.3,94.6,True,5,3,2,2,78.3,3785.3,39.3,0,0.0,25.9,0
10,NH-08 Tripura Central,Tripura,32.5,117.3,27.4,46.7,69.8,True,1,1,0,0,42.3,50.0,2.0,1,75.0,51.0,0
6,NH-02 Imphal Lifeline,Manipur,2.4,9.7,1.1,2.3,3.4,False,1,1,0,1,49.8,1245.5,20.3,0,0.0,15.5,1
10,NH-08 Tripura Central,Tripura,3.8,14.7,0.9,1.8,3.5,False,2,1,1,0,33.2,199.7,22.5,3,75.0,33.2,1
5,SH-05 Cherrapunjee Highland,Meghalaya,3.0,14.6,2.9,4.4,10.2,False,6,4,2,4,69.0,1195.3,30.7,0,0.0,27.4,1
7,NH-102 Moreh Border,Manipur,15.4,66.1,7.0,10.4,19.8,False,2,2,0,0,35.4,720.9,11.7,1,45.0,36.1,0
10,NH-08 Tripura Central,Tripura,0.0,0.1,0.5,0.9,1.9,False,1,0,1,0,42.5,55.8,11.8,0,0.0,8.8,0
3,NH-229 Sela Pass,Arunachal Pradesh,18.9,93.5,7.4,15.1,22.4,True,9,7,2,4,69.8,3806.6,36.5,4,95.0,74.2,1
4,NH-06 Meghalaya Corridor,Meghalaya,8.3,26.9,14.0,22.8,54.9,False,6,2,4,1,93.4,1489.6,23.0,0,0.0,28.0,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,2.7,13.8,24.8,45.0,89.5,False,5,0,5,1,96.7,1651.4,36.0,4,75.0,43.2,1
6,NH-02 Imphal Lifeline,Manipur,0.0,0.1,2.8,5.6,11.1,False,8,2,6,3,42.2,1070.2,14.7,0,0.0,13.3,0
1,NH-27 Assam Arterial,Assam,12.0,87.3,1.9,3.1,5.5,True,3,0,3,2,44.1,50.0,5.7,3,45.0,36.5,0
1,NH-27 Assam Arterial,Assam,1.1,9.5,21.7,42.7,97.3,True,2,2,0,1,57.5,50.0,10.3,0,0.0,16.6,0
3,NH-229 Sela Pass,Arunachal Pradesh,21.0,71.1,34.0,56.8,124.8,True,4,4,0,1,55.4,3452.5,33.4,2,75.0,56.0,1
10,NH-08 Tripura Central,Tripura,0.2,0.8,0.2,0.4,0.8,False,1,1,0,0,37.3,50.0,9.0,0,0.0,9.6,0
3,NH-229 Sela Pass,Arunachal Pradesh,0.8,6.1,1.6,3.2,6.4,False,11,4,7,4,54.3,3830.5,59.0,1,75.0,46.1,1
7,NH-102 Moreh Border,Manipur,2.0,6.8,2.3,4.3,10.3,False,4,0,4,1,67.0,553.3,18.1,4,95.0,38.8,1
7,NH-102 Moreh Border,Manipur,3.8,23.3,83.3,129.7,206.4,True,1,0,1,0,27.8,547.3,11.7,0,0.0,11.2,0
8,NH-29 Kohima Mountain,Nagaland,8.7,47.0,3.0,6.0,12.0,False,5,3,2,2,61.1,1500.3,23.2,0,0.0,29.2,0
12,NH-27S Haflong Hill,Assam,1.4,6.9,5.1,10.3,20.6,False,5,4,1,0,57.5,762.7,25.2,0,0.0,23.1,0
3,NH-229 Sela Pass,Arunachal Pradesh,20.1,63.3,25.2,45.5,70.5,False,8,6,2,1,72.2,4111.9,38.3,0,0.0,43.1,1
10,NH-08 Tripura Central,Tripura,0.0,0.4,0.1,0.1,0.3,False,1,0,1,2,46.2,50.0,13.5,4,75.0,28.5,1
5,SH-05 Cherrapunjee Highland,Meghalaya,3.4,10.1,5.1,9.0,17.1,False,8,5,3,3,81.1,1178.6,42.7,1,75.0,51.5,1
11,NH-10 Teesta River Canyon,Sikkim,1.4,6.2,0.2,0.4,0.9,False,9,8,1,1,54.3,2013.7,43.0,0,0.0,34.0,0
3,NH-229 Sela Pass,Arunachal Pradesh,0.4,1.8,0.5,1.0,2.0,False,13,9,4,4,62.2,3575.1,35.4,1,95.0,58.5,0
8,NH-29 Kohima Mountain,Nagaland,16.2,43.1,23.3,36.9,87.5,False,2,2,0,1,73.7,1560.6,23.4,0,0.0,28.3,1
4,NH-06 Meghalaya Corridor,Meghalaya,21.9,107.8,5.4,12.0,22.0,True,3,0,3,1,58.6,1261.0,19.5,1,75.0,53.0,1
3,NH-229 Sela Pass,Arunachal Pradesh,0.5,2.4,4.2,8.3,16.6,False,8,3,5,1,67.7,3833.8,51.8,0,0.0,26.6,1
8,NH-29 Kohima Mountain,Nagaland,1.4,6.1,0.3,0.5,1.1,False,2,2,0,1,38.3,1577.0,32.7,0,0.0,17.5,1
5,SH-05 Cherrapunjee Highland,Meghalaya,4.4,25.1,5.2,10.5,19.1,False,11,6,5,3,58.5,1324.1,46.2,4,45.0,46.3,1
6,NH-02 Imphal Lifeline,Manipur,3.9,25.3,8.8,18.8,28.5,False,1,1,0,0,47.6,918.9,18.8,1,45.0,29.2,1
12,NH-27S Haflong Hill,Assam,1.8,5.9,7.2,15.2,33.7,True,3,3,0,2,77.6,489.7,28.0,3,75.0,43.2,1
7,NH-102 Moreh Border,Manipur,5.0,26.9,54.2,101.9,163.8,True,3,3,0,0,32.9,753.8,26.1,0,0.0,21.5,1
6,NH-02 Imphal Lifeline,Manipur,0.0,0.1,10.3,15.5,31.1,True,3,1,2,1,58.4,1043.1,22.4,1,75.0,34.0,0
8,NH-29 Kohima Mountain,Nagaland,14.7,38.0,22.8,34.6,57.8,False,3,0,3,2,66.9,1561.0,39.4,0,0.0,25.5,0
12,NH-27S Haflong Hill,Assam,9.0,58.8,29.2,47.3,82.8,True,7,4,3,1,57.8,955.7,29.2,0,0.0,34.3,0
7,NH-102 Moreh Border,Manipur,10.7,36.0,5.1,11.2,26.7,False,0,0,0,0,47.7,666.9,15.0,0,0.0,17.3,0
3,NH-229 Sela Pass,Arunachal Pradesh,4.8,31.2,16.0,30.5,48.1,False,7,6,1,2,52.5,3801.7,44.3,4,45.0,46.2,1
4,NH-06 Meghalaya Corridor,Meghalaya,3.9,22.6,2.2,4.1,9.0,False,4,1,3,1,36.7,1517.7,34.4,0,0.0,18.9,1
10,NH-08 Tripura Central,Tripura,9.7,28.2,4.2,10.4,20.2,False,2,2,0,0,39.9,274.5,10.8,0,0.0,17.8,0
10,NH-08 Tripura Central,Tripura,6.7,19.4,10.3,17.0,26.3,False,2,0,2,1,48.3,147.1,10.4,1,95.0,37.0,1
1,NH-27 Assam Arterial,Assam,3.2,10.1,27.3,40.6,91.1,True,0,0,0,0,21.1,170.5,18.7,1,75.0,27.7,1
3,NH-229 Sela Pass,Arunachal Pradesh,2.9,11.7,0.3,0.5,1.1,False,10,7,3,4,30.8,3695.6,34.4,4,95.0,51.6,0
6,NH-02 Imphal Lifeline,Manipur,1.3,4.3,0.3,0.6,1.2,False,5,3,2,0,34.5,1065.2,11.1,0,0.0,14.3,0
5,SH-05 Cherrapunjee Highland,Meghalaya,27.6,85.1,13.9,20.1,28.9,True,4,4,0,2,50.1,1444.8,37.2,3,45.0,51.2,1
6,NH-02 Imphal Lifeline,Manipur,1.2,5.1,9.5,17.3,42.4,False,3,2,1,0,53.2,770.3,17.5,0,0.0,16.5,0
11,NH-10 Teesta River Canyon,Sikkim,1.0,3.3,74.5,142.1,260.8,True,9,4,5,1,78.1,2036.2,50.1,2,45.0,41.6,1
1,NH-27 Assam Arterial,Assam,1.2,3.8,19.8,42.1,60.4,False,1,1,0,1,38.7,96.7,2.0,0,0.0,9.0,0
12,NH-27S Haflong Hill,Assam,3.2,23.9,1.4,2.7,5.4,False,4,2,2,1,55.6,901.6,21.1,0,0.0,21.4,0
5,SH-05 Cherrapunjee Highland,Meghalaya,5.5,46.4,56.7,106.5,167.5,True,5,4,1,1,87.0,923.4,34.8,2,95.0,61.0,1
4,NH-06 Meghalaya Corridor,Meghalaya,1.1,4.0,3.2,6.3,12.6,False,6,2,4,3,26.7,1489.0,20.7,0,0.0,13.0,0
12,NH-27S Haflong Hill,Assam,16.0,126.9,8.8,13.0,30.3,True,3,1,2,1,66.2,923.0,22.3,4,75.0,60.5,1
6,NH-02 Imphal Lifeline,Manipur,120.0,378.6,31.2,44.7,65.6,True,4,3,1,0,16.7,1376.3,25.2,4,75.0,62.3,1
11,NH-10 Teesta River Canyon,Sikkim,0.1,0.2,26.3,49.9,81.5,False,2,2,0,2,88.8,1484.2,52.2,0,0.0,27.3,0
7,NH-102 Moreh Border,Manipur,22.0,128.6,18.3,41.6,77.7,True,1,1,0,1,20.4,550.1,15.7,1,45.0,45.2,1
6,NH-02 Imphal Lifeline,Manipur,9.5,46.0,31.9,49.2,85.2,False,1,1,0,1,45.3,1057.1,27.3,0,0.0,23.4,0
7,NH-102 Moreh Border,Manipur,12.0,97.3,60.2,129.5,276.2,True,3,3,0,0,74.5,536.6,24.9,2,75.0,60.4,1
10,NH-08 Tripura Central,Tripura,0.4,2.4,5.3,10.7,21.3,False,1,1,0,0,32.1,50.0,10.1,0,0.0,9.3,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,6.8,29.9,5.2,8.2,17.3,True,2,2,0,1,44.1,2023.0,37.9,0,0.0,24.2,1
7,NH-102 Moreh Border,Manipur,9.6,32.3,12.6,28.1,49.7,True,3,2,1,2,38.2,502.8,16.8,0,0.0,19.5,0
11,NH-10 Teesta River Canyon,Sikkim,0.4,2.7,1.0,1.5,3.2,True,9,2,7,1,48.7,1505.0,52.4,1,45.0,33.1,1
6,NH-02 Imphal Lifeline,Manipur,0.2,0.9,0.3,0.6,1.1,False,4,0,4,0,74.6,1015.3,19.7,0,0.0,15.3,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,32.4,89.3,107.0,167.5,398.3,True,4,4,0,2,59.1,1806.9,37.2,0,0.0,42.2,1
1,NH-27 Assam Arterial,Assam,0.1,0.6,1.6,3.2,6.5,False,1,1,0,2,30.7,225.3,8.5,1,75.0,27.2,0
4,NH-06 Meghalaya Corridor,Meghalaya,2.0,17.5,2.9,5.9,11.8,False,2,2,0,0,69.4,1435.0,29.8,0,0.0,23.9,0
5,SH-05 Cherrapunjee Highland,Meghalaya,0.1,0.3,12.1,28.7,64.1,False,7,6,1,2,38.9,1309.2,39.6,3,95.0,49.6,1
8,NH-29 Kohima Mountain,Nagaland,2.5,11.4,1.8,3.7,7.3,False,5,5,0,1,65.3,1613.0,38.4,0,0.0,29.7,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,38.6,123.1,4.6,9.8,14.4,True,8,3,5,1,33.4,1878.3,36.9,3,75.0,61.8,1
6,NH-02 Imphal Lifeline,Manipur,0.7,3.1,5.0,10.1,20.1,False,6,2,4,0,55.6,926.4,9.7,0,0.0,14.9,0
9,NH-54 Aizawl Ridge,Mizoram,3.8,10.4,11.6,20.8,45.1,False,5,4,1,0,61.8,1351.6,36.4,0,0.0,26.6,0
4,NH-06 Meghalaya Corridor,Meghalaya,2.9,11.0,3.4,6.7,13.5,False,6,1,5,3,62.6,1288.0,20.9,0,0.0,17.8,1
8,NH-29 Kohima Mountain,Nagaland,33.1,100.6,23.6,52.4,93.9,True,5,5,0,2,60.5,1536.2,36.9,1,75.0,65.3,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,11.7,78.6,4.5,7.8,13.7,False,4,2,2,3,84.0,1947.9,48.8,1,45.0,53.3,1
6,NH-02 Imphal Lifeline,Manipur,3.1,10.6,0.3,0.7,1.4,False,3,1,2,0,57.7,1203.8,17.5,0,0.0,16.3,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,2.1,7.8,0.1,0.2,0.4,False,3,3,0,2,48.6,1830.6,22.3,0,0.0,19.3,0
5,SH-05 Cherrapunjee Highland,Meghalaya,0.7,4.2,0.1,0.1,0.3,False,6,4,2,1,57.5,1311.9,32.2,0,0.0,23.9,1
3,NH-229 Sela Pass,Arunachal Pradesh,7.7,70.4,12.6,26.8,44.5,False,8,2,6,1,76.8,3846.5,49.5,3,45.0,50.8,1
8,NH-29 Kohima Mountain,Nagaland,2.4,22.6,0.7,1.4,3.3,False,3,3,0,1,37.7,1602.6,36.6,0,0.0,23.5,0
8,NH-29 Kohima Mountain,Nagaland,64.6,207.6,0.9,1.6,3.6,True,7,3,4,3,52.4,1465.8,35.5,4,45.0,62.2,1
10,NH-08 Tripura Central,Tripura,0.2,1.0,2.4,4.7,9.5,False,3,0,3,0,75.9,50.0,12.7,0,0.0,14.1,1
5,SH-05 Cherrapunjee Highland,Meghalaya,3.6,16.9,10.4,15.6,38.7,False,7,5,2,2,63.6,1270.3,39.8,0,0.0,30.9,1
3,NH-229 Sela Pass,Arunachal Pradesh,5.2,16.7,60.9,92.5,160.3,True,9,3,6,5,50.4,3784.5,38.9,3,75.0,43.4,0
12,NH-27S Haflong Hill,Assam,0.7,3.0,33.1,47.9,85.7,True,1,1,0,0,44.0,701.0,34.2,3,75.0,34.8,0
10,NH-08 Tripura Central,Tripura,5.5,44.1,10.2,15.9,31.7,True,2,1,1,0,30.6,300.4,14.7,2,75.0,37.1,1
6,NH-02 Imphal Lifeline,Manipur,1.2,4.2,1.7,3.4,6.9,False,5,4,1,2,49.1,1053.7,30.2,0,0.0,22.2,0
7,NH-102 Moreh Border,Manipur,0.4,1.3,0.0,0.1,0.1,False,2,2,0,1,39.1,586.9,22.3,0,0.0,14.6,0
7,NH-102 Moreh Border,Manipur,0.2,0.9,3.4,6.8,13.7,False,2,0,2,0,11.6,666.9,23.3,3,45.0,17.8,0
8,NH-29 Kohima Mountain,Nagaland,27.3,253.8,8.5,15.3,24.3,True,6,4,2,3,58.6,1442.6,37.5,4,45.0,65.5,1
2,NH-13 Trans-Arunachal,Arunachal Pradesh,3.7,15.2,7.1,16.6,30.7,False,7,3,4,0,59.5,2019.7,36.2,0,0.0,25.2,0
10,NH-08 Tripura Central,Tripura,2.3,8.6,0.4,0.7,1.2,False,0,0,0,0,76.1,50.0,10.2,0,0.0,15.2,1
5,SH-05 Cherrapunjee Highland,Meghalaya,53.8,140.5,38.4,56.8,84.3,True,5,3,2,4,40.2,1513.2,30.8,0,0.0,46.3,1
4,NH-06 Meghalaya Corridor,Meghalaya,0.5,2.9,5.6,11.1,22.3,False,1,1,0,0,26.1,1616.1,22.3,0,0.0,11.0,1
4,NH-06 Meghalaya Corridor,Meghalaya,22.6,175.7,25.7,46.6,101.9,True,7,4,3,3,40.4,1690.4,23.6,0,0.0,48.8,1
7,NH-102 Moreh Border,Manipur,7.0,21.7,22.0,41.8,75.4,True,1,0,1,1,58.9,810.2,20.3,3,75.0,36.0,1
9,NH-54 Aizawl Ridge,Mizoram,2.4,18.7,0.8,1.5,3.0,True,4,4,0,1,89.8,1222.1,31.1,0,0.0,31.4,0
11,NH-10 Teesta River Canyon,Sikkim,6.5,23.2,1.9,3.8,7.6,False,9,5,4,0,72.9,1608.8,44.2,0,0.0,34.4,0
10,NH-08 Tripura Central,Tripura,19.4,57.2,1.1,1.9,3.7,False,3,2,1,0,17.3,93.2,6.4,1,75.0,38.1,0
7,NH-102 Moreh Border,Manipur,0.5,3.8,0.7,1.8,4.2,False,1,1,0,0,61.9,362.5,15.7,0,0.0,15.2,1
11,NH-10 Teesta River Canyon,Sikkim,28.6,181.4,0.6,1.2,2.0,True,8,8,0,2,76.0,1826.4,52.9,2,45.0,78.7,1
1,NH-27 Assam Arterial,Assam,4.9,15.3,40.2,63.3,107.6,True,1,1,0,1,78.9,50.0,11.6,0,0.0,19.2,0
3,NH-229 Sela Pass,Arunachal Pradesh,3.6,13.6,0.2,0.4,0.7,False,8,4,4,0,49.8,4081.4,39.1,0,0.0,26.0,0
4,NH-06 Meghalaya Corridor,Meghalaya,0.2,1.3,6.4,12.9,25.8,False,4,4,0,0,45.0,1635.5,25.2,0,0.0,20.0,0
9,NH-54 Aizawl Ridge,Mizoram,0.8,6.7,1.4,2.7,5.5,False,5,3,2,3,71.1,1150.4,24.5,2,45.0,34.2,0
1,NH-27 Assam Arterial,Assam,0.9,3.8,2.6,5.2,10.4,False,0,0,0,1,47.5,50.0,16.3,0,0.0,11.2,0
5,SH-05 Cherrapunjee Highland,Meghalaya,1.0,4.1,5.7,11.5,22.9,False,4,4,0,3,56.9,1198.8,31.2,0,0.0,23.6,1
9,NH-54 Aizawl Ridge,Mizoram,2.9,28.7,40.7,76.3,126.1,True,5,1,4,0,33.1,1122.7,27.3,3,45.0,29.4,0
6,NH-02 Imphal Lifeline,Manipur,0.4,2.5,3.5,7.0,14.0,False,2,2,0,1,28.6,875.3,20.2,0,0.0,12.8,1
5,SH-05 Cherrapunjee Highland,Meghalaya,0.8,3.3,7.3,14.5,29.1,False,5,5,0,7,58.0,1464.9,34.4,0,0.0,26.2,0
2,NH-13 Trans-Arunachal,Arunachal Pradesh,0.1,0.2,2.0,4.0,8.1,False,5,4,1,0,18.7,1814.7,45.9,0,0.0,20.0,0
12,NH-27S Haflong Hill,Assam,39.9,99.7,6.8,15.0,24.3,True,5,2,3,2,45.4,917.8,30.8,3,75.0,55.6,1
7,NH-102 Moreh Border,Manipur,0.4,2.1,2.8,5.6,11.2,False,5,3,2,1,36.0,642.3,20.9,0,0.0,16.0,0
7,NH-102 Moreh Border,Manipur,22.7,126.8,54.7,114.9,249.3,True,3,3,0,1,51.7,655.7,11.2,4,75.0,60.1,1
12,NH-27S Haflong Hill,Assam,1.6,11.5,1.1,2.1,4.3,False,5,5,0,0,58.8,845.4,38.5,0,0.0,28.8,0
